0, 0, 0.007339396499665994
0, 1, 0.0007386184840461929
0, 2, 0.0027477977533690023
0, 3, 0.0018557303479900065
0, 4, 0.002302062641317959
0, 5, 0.0015023600483335987
0, 6, 0.0033432547659434167
0, 7, 0.0022326926720208262
0, 8, 0.000961369456711705
0, 9, 0.000667039402207824
0, 10, 0.002168431871222687
0, 11, 0.002828151599905869
0, 12, 0.01044912324655002
0, 13, 0.0014885470885273723
0, 14, 0.001215649694309668
1, 0, 0.0007386184840461929
1, 1, 0.0020323623168362523
1, 2, -0.00004464761302926693
1, 3, 0.000428273676376057
1, 4, 0.0001789162195212083
1, 5, -0.000008320000266836383
1, 6, -0.0001959971784546914
1, 7, 0.00033254122869254336
1, 8, 0.0006727286810918672
1, 9, -0.00013015114723393978
1, 10, 0.0004812599172850709
1, 11, -0.00002473795233930708
1, 12, -0.0013922702376563453
1, 13, -0.00029220007328496604
1, 14, -0.000014087007886725287
2, 0, 0.0027477977533690023
2, 1, -0.00004464761302926693
2, 2, 0.004684342896677782
2, 3, 0.001715715127403748
2, 4, 0.0034249061125031658
2, 5, 0.002137188740976225
2, 6, 0.003993919884637428
2, 7, 0.0014944328076253875
2, 8, 0.000861634842786605
2, 9, 0.0010966357766211067
2, 10, 0.0026666166414002334
2, 11, 0.002848470401006376
2, 12, 0.006455312167707027
2, 13, 0.003047701987243813
2, 14, 0.0021146238942614894
3, 0, 0.0018557303479900065
3, 1, 0.000428273676376057
3, 2, 0.001715715127403748
3, 3, 0.007319298672220996
3, 4, 0.003773694088137291
3, 5, 0.002018102916196025
3, 6, 0.003429157012269086
3, 7, 0.002202929794334174
3, 8, 0.0022511791674565437
3, 9, 0.001119343790216676
3, 10, 0.0034010130204809377
3, 11, 0.0023510330942297557
3, 12, 0.00236730025289848
3, 13, 0.0033860290627392535
3, 14, 0.0014181434942307073
4, 0, 0.002302062641317959
4, 1, 0.0001789162195212083
4, 2, 0.0034249061125031658
4, 3, 0.003773694088137291
4, 4, 0.008264383287792002
4, 5, 0.002614262955934167
4, 6, 0.004238399640176458
4, 7, 0.003018984812057917
4, 8, 0.0028934675905850403
4, 9, 0.0018919380877032506
4, 10, 0.0037982968118257902
4, 11, 0.002902502324808334
4, 12, 0.005210283753058667
4, 13, 0.0045497168672985425
4, 14, 0.0033079306353150416
5, 0, 0.0015023600483335987
5, 1, -0.000008320000266836383
5, 2, 0.002137188740976225
5, 3, 0.002018102916196025
5, 4, 0.002614262955934167
5, 5, 0.0028849580628581696
5, 6, 0.0031033301762701084
5, 7, 0.002011350532299914
5, 8, 0.0010171232954054661
5, 9, 0.00119963198970019
5, 10, 0.002271055242093137
5, 11, 0.001798619463648099
5, 12, 0.0036866169369208037
5, 13, 0.002190069632405174
5, 14, 0.001156340705586434
6, 0, 0.0033432547659434167
6, 1, -0.0001959971784546914
6, 2, 0.003993919884637428
6, 3, 0.003429157012269086
6, 4, 0.004238399640176458
6, 5, 0.0031033301762701084
6, 6, 0.011882836633702366
6, 7, 0.002401264996227696
6, 8, 0.0014072599840008531
6, 9, 0.0024021635155276433
6, 10, 0.0035728860802494732
6, 11, 0.004476590426859915
6, 12, 0.00865744802171856
6, 13, 0.0037403949038732703
6, 14, 0.0017392437880177191
7, 0, 0.0022326926720208262
7, 1, 0.00033254122869254336
7, 2, 0.0014944328076253875
7, 3, 0.002202929794334174
7, 4, 0.003018984812057917
7, 5, 0.002011350532299914
7, 6, 0.002401264996227696
7, 7, 0.008402839328770857
7, 8, 0.001710538135891642
7, 9, 0.0018088601627844682
7, 10, 0.002504368872465368
7, 11, 0.0016832994667722004
7, 12, 0.004562492754239285
7, 13, 0.0023454968579236
7, 14, 0.0022626086893794708
8, 0, 0.000961369456711705
8, 1, 0.0006727286810918672
8, 2, 0.000861634842786605
8, 3, 0.0022511791674565437
8, 4, 0.0028934675905850403
8, 5, 0.0010171232954054661
8, 6, 0.0014072599840008531
8, 7, 0.001710538135891642
8, 8, 0.0061856379107339534
8, 9, 0.001166975739266162
8, 10, 0.000854822461434822
8, 11, 0.0015723896984708298
8, 12, 0.0022112239415672395
8, 13, 0.00096728700587079
8, 14, 0.0020846030748331882
9, 0, 0.000667039402207824
9, 1, -0.00013015114723393978
9, 2, 0.0010966357766211067
9, 3, 0.001119343790216676
9, 4, 0.0018919380877032506
9, 5, 0.00119963198970019
9, 6, 0.0024021635155276433
9, 7, 0.0018088601627844682
9, 8, 0.001166975739266162
9, 9, 0.0035286744506416107
9, 10, 0.0011430566923452592
9, 11, 0.0011024033674878239
9, 12, 0.001167229192845384
9, 13, 0.001242304361438787
9, 14, 0.001409900896326981
10, 0, 0.002168431871222687
10, 1, 0.0004812599172850709
10, 2, 0.0026666166414002334
10, 3, 0.0034010130204809377
10, 4, 0.0037982968118257902
10, 5, 0.002271055242093137
10, 6, 0.0035728860802494732
10, 7, 0.002504368872465368
10, 8, 0.000854822461434822
10, 9, 0.0011430566923452592
10, 10, 0.011429373200304634
10, 11, 0.0028230408982066867
10, 12, 0.0031893496021178
10, 13, 0.0026475334092431564
10, 14, 0.001119609519239318
11, 0, 0.002828151599905869
11, 1, -0.00002473795233930708
11, 2, 0.002848470401006376
11, 3, 0.0023510330942297557
11, 4, 0.002902502324808334
11, 5, 0.001798619463648099
11, 6, 0.004476590426859915
11, 7, 0.0016832994667722004
11, 8, 0.0015723896984708298
11, 9, 0.0011024033674878239
11, 10, 0.0028230408982066867
11, 11, 0.005572548717778243
11, 12, 0.006231336380022394
11, 13, 0.002462731029043745
11, 14, 0.0025633835507261676
12, 0, 0.01044912324655002
12, 1, -0.0013922702376563453
12, 2, 0.006455312167707027
12, 3, 0.00236730025289848
12, 4, 0.005210283753058667
12, 5, 0.0036866169369208037
12, 6, 0.00865744802171856
12, 7, 0.004562492754239285
12, 8, 0.0022112239415672395
12, 9, 0.001167229192845384
12, 10, 0.0031893496021178
12, 11, 0.006231336380022394
12, 12, 0.037773934723956216
12, 13, 0.004252311435197198
12, 14, 0.0048178391909829855
13, 0, 0.0014885470885273723
13, 1, -0.00029220007328496604
13, 2, 0.003047701987243813
13, 3, 0.0033860290627392535
13, 4, 0.0045497168672985425
13, 5, 0.002190069632405174
13, 6, 0.0037403949038732703
13, 7, 0.0023454968579236
13, 8, 0.00096728700587079
13, 9, 0.001242304361438787
13, 10, 0.0026475334092431564
13, 11, 0.002462731029043745
13, 12, 0.004252311435197198
13, 13, 0.008834165304062624
13, 14, 0.0026711889525823963
14, 0, 0.001215649694309668
14, 1, -0.000014087007886725287
14, 2, 0.0021146238942614894
14, 3, 0.0014181434942307073
14, 4, 0.0033079306353150416
14, 5, 0.001156340705586434
14, 6, 0.0017392437880177191
14, 7, 0.0022626086893794708
14, 8, 0.0020846030748331882
14, 9, 0.001409900896326981
14, 10, 0.001119609519239318
14, 11, 0.0025633835507261676
14, 12, 0.0048178391909829855
14, 13, 0.0026711889525823963
14, 14, 0.009849282712570448
